"","V1","V2"
"1",0.389071375131607,0.367539742030203
"2",0.583060718141496,0.175793657777831
"3",0.0946656886953861,0.579763201065361
"4",0.852631230140105,0.568425653968006
"5",0.786746758036315,0.726649761199951
"6",0.119342260295525,0.0916154715232551
"7",0.606446994934231,0.410982575500384
"8",0.0809569070115685,0.863867991836742
"9",0.390772416722029,0.495965330628678
"10",0.619472392136231,0.801290357718244
"11",0.285688824253157,0.423245625570416
"12",0.551122740376741,0.597423652652651
"13",0.0301455846056342,0.503665490308776
"14",0.987520121503621,0.031758910510689
"15",0.102614989969879,0.925334606086835
"16",0.787212941795588,0.161627363413572
"17",0.166584692895412,0.569339886773378
"18",0.821255946997553,0.412070557940751
"19",0.131141945486888,0.681566114304587
"20",0.0699844509363174,0.342632604762912
"21",0.907491297461092,0.816093690460548
"22",0.633801015326753,0.0289366636425257
"23",0.55328977201134,0.653549825539812
"24",0.342086379649118,0.399239438353106
"25",0.826070298673585,0.816516522550955
"26",0.819514073198661,0.504105630563572
"27",0.568492744816467,0.177202948369086
"28",0.619606820400804,0.34369020210579
"29",0.830880472669378,0.526428240118548
"30",0.458833564305678,0.658025785116479
"31",0.0864907091017812,0.262040325673297
"32",0.225477625383064,0.0354348716791719
"33",0.527240572497249,0.931495060678571
"34",0.583890817128122,0.210703181801364
"35",0.54008888406679,0.49640219239518
"36",0.869014899479225,0.481544598704204
"37",0.816297477576882,0.533687704242766
"38",0.776591381756589,0.684287512674928
"39",0.019023077795282,0.416889932006598
"40",0.435396656859666,0.560312618035823
"41",0.109617788810283,0.00614550989121199
"42",0.805116457864642,0.475352562963963
"43",0.739902329165488,0.922743501607329
"44",0.472682724008337,0.377220503985882
"45",0.359512224094942,0.932125964434817
"46",0.286635306663811,0.231926620006561
"47",0.615634642541409,0.76873434195295
"48",0.245872330153361,0.752555213402957
"49",0.13023764337413,0.0912020320538431
"50",0.0552951190620661,0.112269558012486
"51",0.739649639232084,0.995377040002495
"52",0.651415284490213,0.523664922220632
"53",0.134203700814396,0.458092617569491
"54",0.872120334766805,0.246584123698995
"55",0.1881213625893,0.777042837580666
"56",0.59677181369625,0.965349526144564
"57",0.060080862371251,0.647599151590839
"58",0.756052153883502,0.717560223536566
"59",0.449597238795832,0.726237621624023
"60",0.834005019627512,0.467570092761889
"61",0.991406063782051,0.394059622194618
"62",0.778162460075691,0.718855579849333
"63",0.726171947317198,0.53329008561559
"64",0.942726978333667,0.496332255657762
"65",0.571172980824485,0.719510388560593
"66",0.495143532752991,0.875203300034627
"67",0.860047210007906,0.179408499738201
"68",0.869592040544376,0.903103237971663
"69",0.402526823570952,0.227501892717555
"70",0.331249601673335,0.49466258357279
"71",0.0172688732855022,0.619809950934723
"72",0.314917783020064,0.381503311917186
"73",0.355494757415727,0.0385294416919351
"74",0.454504021909088,0.958655548747629
"75",0.699466870166361,0.305980473989621
"76",0.190120207378641,0.12643588706851
"77",0.697703020647168,0.11252179206349
"78",0.475875000702217,0.479553796118125
"79",0.0803813764359802,0.310481488704681
"80",0.2466762624681,0.191740914946422
"81",0.313612374477088,0.278498987434432
"82",0.619197772582993,0.986373502062634
"83",0.503390227211639,0.0812348984181881
"84",0.434204131364822,0.756292420905083
"85",0.0999014540575445,0.0558492983691394
"86",0.226174658397213,0.823119253851473
"87",0.133159636519849,0.282663427758962
"88",0.966708104126155,0.63634771713987
"89",0.618165178922936,0.924697197508067
"90",0.495681062340736,0.484682138543576
"91",0.608909849310294,0.63111661770381
"92",0.219154155347496,0.69207856268622
"93",0.0201394290197641,0.725673547713086
"94",0.69617015356198,0.399936326546595
"95",0.50566088501364,0.808518430683762
"96",0.165546646108851,0.758192684268579
"97",0.71980640059337,0.74191373330541
"98",0.501196980243549,0.973906783154234
"99",0.486148956231773,0.0582972920965403
"100",0.89111926779151,0.772135447245091
"101",0.45356309460476,0.4101208508946
"102",0.957873793551698,0.177587322890759
"103",0.259469393640757,0.619845688110217
"104",0.924376474227756,0.697369900066406
"105",0.959456326207146,0.944178894162178
"106",0.475308908848092,0.50620089028962
"107",0.642852708697319,0.675582091091201
